text,label
URGENT: KYC update required. Click: http://kyc-fraud.in,1
₹5847 received via UPI from kavi@ybl,0
Driver raj is arriving in 5 mins. Ride: Innova.,0
Recharge of ₹391 completed. Thank you for using PayTM.,0
Recharge ₹3748 to activate UPI offer: http://fake-upi.io,1
Recharge of ₹10541 completed. Thank you for using PayTM.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Recharge of ₹10922 completed. Thank you for using PayTM.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹3979. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Claim your ₹7636 reward here: http://fake-rewards.com,1
Your ticket #5820 to Chennai has been confirmed.,0
Your order #6927 has been shipped via Bluedart.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹13979. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your Jio plan is now active until 8/07/2025.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge of ₹969 completed. Thank you for using PayTM.,0
Verify your account: http://bank-scam.in,1
Your ticket #4763 to Chennai has been confirmed.,0
Recharge ₹4742 to activate UPI offer: http://fake-upi.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Transaction of ₹1257 to Amazon was successful.,0
Your OTP is 176577. Do not share it with anyone.,0
Recharge of ₹16636 completed. Thank you for using PayTM.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Transaction of ₹19683 to Amazon was successful.,0
Reminder: Pay your electricity bill by 12/08/2025.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Claim your ₹10541 reward here: http://fake-rewards.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Driver raj is arriving in 5 mins. Ride: Swift.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your Jio plan is now active until 12/09/2025.,0
Claim your ₹3036 reward here: http://fake-rewards.com,1
Your ticket #5314 to Chennai has been confirmed.,0
Your OTP is 612997. Do not share it with anyone.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
₹7940 received via UPI from priya@ybl,0
Recharge ₹16637 to activate UPI offer: http://fake-upi.io,1
₹14862 received via UPI from priya@ybl,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your order #8448 has been shipped via Bluedart.,0
Reminder: Pay your electricity bill by 5/09/2025.,0
Your order #3395 has been shipped via Bluedart.,0
Verify your account: http://bank-scam.in,1
Account balance: ₹4781. No recent transactions.,0
Your OTP is 173832. Do not share it with anyone.,0
Driver arjun is arriving in 5 mins. Ride: WagonR.,0
Verify your account: http://bank-scam.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Your Jio plan is now active until 25/07/2025.,0
Driver priya is arriving in 5 mins. Ride: Innova.,0
Transaction of ₹5188 to Amazon was successful.,0
Recharge of ₹1523 completed. Thank you for using PayTM.,0
Your OTP is 932978. Do not share it with anyone.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge ₹11934 to activate UPI offer: http://fake-upi.io,1
Account balance: ₹2317. No recent transactions.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Loan pre-approved! Apply now: http://loantrap.org,1
Account balance: ₹15994. No recent transactions.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your Jio plan is now active until 9/08/2025.,0
Your Jio plan is now active until 19/07/2025.,0
Verify your account: http://bank-scam.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge of ₹14083 completed. Thank you for using PayTM.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Account balance: ₹16628. No recent transactions.,0
₹8294 received via UPI from raj@ybl,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
₹16403 received via UPI from priya@ybl,0
Loan pre-approved! Apply now: http://loantrap.org,1
Your OTP is 505629. Do not share it with anyone.,0
Reminder: Pay your electricity bill by 9/07/2025.,0
Recharge of ₹8762 completed. Thank you for using PayTM.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge ₹8810 to activate UPI offer: http://fake-upi.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your ticket #3384 to Chennai has been confirmed.,0
Account balance: ₹12036. No recent transactions.,0
Claim your ₹9788 reward here: http://fake-rewards.com,1
Transaction of ₹12670 to Amazon was successful.,0
Verify your account: http://bank-scam.in,1
Your OTP is 662445. Do not share it with anyone.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Verify your account: http://bank-scam.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
₹1663 received via UPI from raj@ybl,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your OTP is 653815. Do not share it with anyone.,0
Driver kavi is arriving in 5 mins. Ride: Innova.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
₹300 received via UPI from priya@ybl,0
Account balance: ₹3308. No recent transactions.,0
Verify your account: http://bank-scam.in,1
Account balance: ₹15176. No recent transactions.,0
Claim your ₹13646 reward here: http://fake-rewards.com,1
Your ticket #1587 to Chennai has been confirmed.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your Jio plan is now active until 16/08/2025.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Loan pre-approved! Apply now: http://loantrap.org,1
Verify your account: http://bank-scam.in,1
Driver arjun is arriving in 5 mins. Ride: WagonR.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Transaction of ₹14819 to Amazon was successful.,0
Loan pre-approved! Apply now: http://loantrap.org,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Claim your ₹15364 reward here: http://fake-rewards.com,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Driver meena is arriving in 5 mins. Ride: Innova.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Driver meena is arriving in 5 mins. Ride: i20.,0
Account balance: ₹6716. No recent transactions.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your ticket #4267 to Chennai has been confirmed.,0
Account balance: ₹2891. No recent transactions.,0
Verify your account: http://bank-scam.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Reminder: Pay your electricity bill by 4/07/2025.,0
Your OTP is 171603. Do not share it with anyone.,0
Your OTP is 909652. Do not share it with anyone.,0
Your OTP is 706012. Do not share it with anyone.,0
Verify your account: http://bank-scam.in,1
Reminder: Pay your electricity bill by 8/07/2025.,0
Your OTP is 972496. Do not share it with anyone.,0
Recharge ₹3871 to activate UPI offer: http://fake-upi.io,1
Verify your account: http://bank-scam.in,1
Reminder: Pay your electricity bill by 13/09/2025.,0
Claim your ₹4935 reward here: http://fake-rewards.com,1
Reminder: Pay your electricity bill by 11/09/2025.,0
Transaction of ₹3178 to Amazon was successful.,0
Recharge ₹5926 to activate UPI offer: http://fake-upi.io,1
Verify your account: http://bank-scam.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your order #6310 has been shipped via Bluedart.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Verify your account: http://bank-scam.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Suspicious login attempt. Secure account: http://secure-login.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge of ₹19317 completed. Thank you for using PayTM.,0
Verify your account: http://bank-scam.in,1
Recharge ₹16628 to activate UPI offer: http://fake-upi.io,1
Reminder: Pay your electricity bill by 3/08/2025.,0
Transaction of ₹16340 to Amazon was successful.,0
Your Jio plan is now active until 22/07/2025.,0
Loan pre-approved! Apply now: http://loantrap.org,1
₹5164 received via UPI from meena@ybl,0
Loan pre-approved! Apply now: http://loantrap.org,1
Your Jio plan is now active until 9/06/2025.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your order #6711 has been shipped via Bluedart.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
₹8292 received via UPI from arjun@ybl,0
Account balance: ₹1486. No recent transactions.,0
Account balance: ₹15364. No recent transactions.,0
₹1168 received via UPI from priya@ybl,0
Recharge of ₹12269 completed. Thank you for using PayTM.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Transaction of ₹12163 to Amazon was successful.,0
₹19242 received via UPI from priya@ybl,0
Recharge ₹3829 to activate UPI offer: http://fake-upi.io,1
Your ticket #6285 to Chennai has been confirmed.,0
Claim your ₹315 reward here: http://fake-rewards.com,1
Your Jio plan is now active until 6/06/2025.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Driver raj is arriving in 5 mins. Ride: Innova.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge ₹2741 to activate UPI offer: http://fake-upi.io,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your order #1944 has been shipped via Bluedart.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your Jio plan is now active until 24/09/2025.,0
Account balance: ₹15621. No recent transactions.,0
Account balance: ₹5372. No recent transactions.,0
Account balance: ₹11206. No recent transactions.,0
₹3734 received via UPI from priya@ybl,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Verify your account: http://bank-scam.in,1
₹13374 received via UPI from arjun@ybl,0
Transaction of ₹2024 to Amazon was successful.,0
₹17392 received via UPI from priya@ybl,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Reminder: Pay your electricity bill by 5/08/2025.,0
Reminder: Pay your electricity bill by 22/09/2025.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Verify your account: http://bank-scam.in,1
Recharge ₹4013 to activate UPI offer: http://fake-upi.io,1
₹15767 received via UPI from raj@ybl,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge of ₹8895 completed. Thank you for using PayTM.,0
Your OTP is 125151. Do not share it with anyone.,0
₹5084 received via UPI from meena@ybl,0
Verify your account: http://bank-scam.in,1
Claim your ₹3027 reward here: http://fake-rewards.com,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Recharge ₹18127 to activate UPI offer: http://fake-upi.io,1
Account balance: ₹3385. No recent transactions.,0
Your ticket #1473 to Chennai has been confirmed.,0
Driver priya is arriving in 5 mins. Ride: Innova.,0
Recharge of ₹7839 completed. Thank you for using PayTM.,0
Claim your ₹1932 reward here: http://fake-rewards.com,1
Account balance: ₹4912. No recent transactions.,0
Verify your account: http://bank-scam.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your OTP is 464831. Do not share it with anyone.,0
Account balance: ₹556. No recent transactions.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Your order #6654 has been shipped via Bluedart.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Claim your ₹14293 reward here: http://fake-rewards.com,1
Recharge ₹7556 to activate UPI offer: http://fake-upi.io,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Driver meena is arriving in 5 mins. Ride: Innova.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Reminder: Pay your electricity bill by 26/09/2025.,0
Recharge ₹19104 to activate UPI offer: http://fake-upi.io,1
Your ticket #4646 to Chennai has been confirmed.,0
Your order #7342 has been shipped via Bluedart.,0
Your OTP is 635618. Do not share it with anyone.,0
Your OTP is 377880. Do not share it with anyone.,0
Driver raj is arriving in 5 mins. Ride: WagonR.,0
Your order #4254 has been shipped via Bluedart.,0
Recharge ₹18774 to activate UPI offer: http://fake-upi.io,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Transaction of ₹9926 to Amazon was successful.,0
Recharge of ₹5887 completed. Thank you for using PayTM.,0
Your ticket #9824 to Chennai has been confirmed.,0
Your Jio plan is now active until 18/09/2025.,0
Your order #7025 has been shipped via Bluedart.,0
Your Jio plan is now active until 12/07/2025.,0
Recharge ₹4765 to activate UPI offer: http://fake-upi.io,1
Your ticket #4734 to Chennai has been confirmed.,0
Account balance: ₹16138. No recent transactions.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your ticket #7075 to Chennai has been confirmed.,0
Your order #6603 has been shipped via Bluedart.,0
Transaction of ₹13445 to Amazon was successful.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your ticket #4970 to Chennai has been confirmed.,0
₹4756 received via UPI from kavi@ybl,0
Recharge of ₹13105 completed. Thank you for using PayTM.,0
Recharge of ₹1680 completed. Thank you for using PayTM.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your order #3501 has been shipped via Bluedart.,0
Your ticket #6280 to Chennai has been confirmed.,0
Verify your account: http://bank-scam.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your Jio plan is now active until 18/09/2025.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge ₹17160 to activate UPI offer: http://fake-upi.io,1
Transaction of ₹2374 to Amazon was successful.,0
Verify your account: http://bank-scam.in,1
Verify your account: http://bank-scam.in,1
₹11610 received via UPI from meena@ybl,0
Your ticket #2832 to Chennai has been confirmed.,0
Transaction of ₹5808 to Amazon was successful.,0
Reminder: Pay your electricity bill by 24/09/2025.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Your Jio plan is now active until 10/07/2025.,0
Your Jio plan is now active until 25/06/2025.,0
Your Jio plan is now active until 14/07/2025.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Loan pre-approved! Apply now: http://loantrap.org,1
Verify your account: http://bank-scam.in,1
Your order #9584 has been shipped via Bluedart.,0
Reminder: Pay your electricity bill by 15/08/2025.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your ticket #9943 to Chennai has been confirmed.,0
Transaction of ₹18889 to Amazon was successful.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
₹14175 received via UPI from meena@ybl,0
Recharge of ₹8575 completed. Thank you for using PayTM.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Account balance: ₹18234. No recent transactions.,0
Driver raj is arriving in 5 mins. Ride: Innova.,0
Your ticket #8298 to Chennai has been confirmed.,0
Your Jio plan is now active until 5/08/2025.,0
Your OTP is 200331. Do not share it with anyone.,0
Your Jio plan is now active until 28/07/2025.,0
Your ticket #7853 to Chennai has been confirmed.,0
Your order #3057 has been shipped via Bluedart.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge ₹11963 to activate UPI offer: http://fake-upi.io,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
₹2638 received via UPI from meena@ybl,0
Verify your account: http://bank-scam.in,1
Transaction of ₹1513 to Amazon was successful.,0
Claim your ₹2114 reward here: http://fake-rewards.com,1
Reminder: Pay your electricity bill by 27/08/2025.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Transaction of ₹9096 to Amazon was successful.,0
Verify your account: http://bank-scam.in,1
Your ticket #5895 to Chennai has been confirmed.,0
Your OTP is 891638. Do not share it with anyone.,0
Your ticket #1520 to Chennai has been confirmed.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your OTP is 206355. Do not share it with anyone.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge ₹13815 to activate UPI offer: http://fake-upi.io,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Claim your ₹8790 reward here: http://fake-rewards.com,1
₹446 received via UPI from raj@ybl,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Verify your account: http://bank-scam.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge of ₹7937 completed. Thank you for using PayTM.,0
Recharge of ₹18010 completed. Thank you for using PayTM.,0
Claim your ₹9751 reward here: http://fake-rewards.com,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your OTP is 174852. Do not share it with anyone.,0
Account balance: ₹16142. No recent transactions.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Transaction of ₹2774 to Amazon was successful.,0
Your OTP is 147057. Do not share it with anyone.,0
Your ticket #5961 to Chennai has been confirmed.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your ticket #2479 to Chennai has been confirmed.,0
Driver arjun is arriving in 5 mins. Ride: WagonR.,0
Recharge of ₹15540 completed. Thank you for using PayTM.,0
Claim your ₹3145 reward here: http://fake-rewards.com,1
₹1741 received via UPI from raj@ybl,0
Account balance: ₹4764. No recent transactions.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Reminder: Pay your electricity bill by 15/09/2025.,0
Your ticket #3514 to Chennai has been confirmed.,0
Claim your ₹5783 reward here: http://fake-rewards.com,1
Driver kavi is arriving in 5 mins. Ride: Innova.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Account balance: ₹18340. No recent transactions.,0
Your Jio plan is now active until 5/07/2025.,0
₹14227 received via UPI from priya@ybl,0
Your order #6744 has been shipped via Bluedart.,0
Your order #7302 has been shipped via Bluedart.,0
Claim your ₹17170 reward here: http://fake-rewards.com,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Claim your ₹19242 reward here: http://fake-rewards.com,1
Transaction of ₹15610 to Amazon was successful.,0
Account balance: ₹10386. No recent transactions.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your ticket #6963 to Chennai has been confirmed.,0
Driver meena is arriving in 5 mins. Ride: Swift.,0
Transaction of ₹19247 to Amazon was successful.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Recharge of ₹14422 completed. Thank you for using PayTM.,0
Reminder: Pay your electricity bill by 18/08/2025.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Driver arjun is arriving in 5 mins. Ride: Swift.,0
Transaction of ₹944 to Amazon was successful.,0
Account balance: ₹4634. No recent transactions.,0
Your ticket #7113 to Chennai has been confirmed.,0
Transaction of ₹6983 to Amazon was successful.,0
Recharge ₹2897 to activate UPI offer: http://fake-upi.io,1
Your ticket #5222 to Chennai has been confirmed.,0
Suspicious login attempt. Secure account: http://secure-login.com,1
Your OTP is 913205. Do not share it with anyone.,0
Recharge of ₹9362 completed. Thank you for using PayTM.,0
Recharge of ₹1807 completed. Thank you for using PayTM.,0
Driver kavi is arriving in 5 mins. Ride: Innova.,0
Your OTP is 947228. Do not share it with anyone.,0
Your OTP is 906048. Do not share it with anyone.,0
Recharge ₹15131 to activate UPI offer: http://fake-upi.io,1
Recharge ₹7078 to activate UPI offer: http://fake-upi.io,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your order #4830 has been shipped via Bluedart.,0
Claim your ₹3734 reward here: http://fake-rewards.com,1
Your OTP is 361989. Do not share it with anyone.,0
Reminder: Pay your electricity bill by 26/08/2025.,0
Your order #3994 has been shipped via Bluedart.,0
Recharge of ₹15605 completed. Thank you for using PayTM.,0
Account balance: ₹11108. No recent transactions.,0
Recharge of ₹4731 completed. Thank you for using PayTM.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge of ₹3817 completed. Thank you for using PayTM.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Claim your ₹1379 reward here: http://fake-rewards.com,1
Your Jio plan is now active until 23/09/2025.,0
Account balance: ₹12986. No recent transactions.,0
Transaction of ₹17618 to Amazon was successful.,0
Loan pre-approved! Apply now: http://loantrap.org,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Your ticket #7187 to Chennai has been confirmed.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Your OTP is 799080. Do not share it with anyone.,0
₹3190 received via UPI from arjun@ybl,0
Recharge ₹9397 to activate UPI offer: http://fake-upi.io,1
Recharge of ₹8486 completed. Thank you for using PayTM.,0
Verify your account: http://bank-scam.in,1
Recharge ₹10004 to activate UPI offer: http://fake-upi.io,1
Your OTP is 279516. Do not share it with anyone.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Recharge ₹4076 to activate UPI offer: http://fake-upi.io,1
Your OTP is 663356. Do not share it with anyone.,0
Your ticket #3275 to Chennai has been confirmed.,0
Your OTP is 324116. Do not share it with anyone.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Your Jio plan is now active until 17/08/2025.,0
Reminder: Pay your electricity bill by 26/09/2025.,0
₹3748 received via UPI from meena@ybl,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
₹12974 received via UPI from meena@ybl,0
Loan pre-approved! Apply now: http://loantrap.org,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge of ₹10729 completed. Thank you for using PayTM.,0
Transaction of ₹4687 to Amazon was successful.,0
Reminder: Pay your electricity bill by 25/07/2025.,0
Driver arjun is arriving in 5 mins. Ride: Swift.,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Recharge of ₹16211 completed. Thank you for using PayTM.,0
Your order #2666 has been shipped via Bluedart.,0
Loan pre-approved! Apply now: http://loantrap.org,1
₹14675 received via UPI from kavi@ybl,0
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your OTP is 181724. Do not share it with anyone.,0
Reminder: Pay your electricity bill by 27/09/2025.,0
Recharge ₹2891 to activate UPI offer: http://fake-upi.io,1
₹10699 received via UPI from meena@ybl,0
Your Jio plan is now active until 17/09/2025.,0
Recharge of ₹6104 completed. Thank you for using PayTM.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Loan pre-approved! Apply now: http://loantrap.org,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Transaction of ₹2569 to Amazon was successful.,0
Verify your account: http://bank-scam.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Suspicious login attempt. Secure account: http://secure-login.com,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
₹11536 received via UPI from raj@ybl,0
Your OTP is 264136. Do not share it with anyone.,0
Transaction of ₹11846 to Amazon was successful.,0
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Account balance: ₹8990. No recent transactions.,0
Claim your ₹4400 reward here: http://fake-rewards.com,1
Recharge ₹15528 to activate UPI offer: http://fake-upi.io,1
Reminder: Pay your electricity bill by 14/06/2025.,0
Recharge ₹3582 to activate UPI offer: http://fake-upi.io,1
₹12633 received via UPI from kavi@ybl,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Suspicious login attempt. Secure account: http://secure-login.com,1
Your order #1602 has been shipped via Bluedart.,0
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Claim your ₹18228 reward here: http://fake-rewards.com,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge ₹18938 to activate UPI offer: http://fake-upi.io,1
₹8153 received via UPI from kavi@ybl,0
Verify your account: http://bank-scam.in,1
Driver priya is arriving in 5 mins. Ride: Swift.,0
Verify your account: http://bank-scam.in,1
Your Jio plan is now active until 7/09/2025.,0
₹7081 received via UPI from kavi@ybl,0
Verify your account: http://bank-scam.in,1
Recharge of ₹13341 completed. Thank you for using PayTM.,0
Your OTP is 950916. Do not share it with anyone.,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Your order #8126 has been shipped via Bluedart.,0
Your OTP is 612262. Do not share it with anyone.,0
Recharge ₹12237 to activate UPI offer: http://fake-upi.io,1
Recharge of ₹5093 completed. Thank you for using PayTM.,0
Verify your account: http://bank-scam.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Loan pre-approved! Apply now: http://loantrap.org,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Verify your account: http://bank-scam.in,1
₹8810 received via UPI from raj@ybl,0
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
Recharge ₹18996 to activate UPI offer: http://fake-upi.io,1
Loan pre-approved! Apply now: http://loantrap.org,1
Your order #1889 has been shipped via Bluedart.,0
Verify your account: http://bank-scam.in,1
Verify your account: http://bank-scam.in,1
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Recharge ₹7053 to activate UPI offer: http://fake-upi.io,1
Payment failed. Reauthenticate at: http://upi-alerts.net,1
Claim your ₹14818 reward here: http://fake-rewards.com,1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Your ticket #2876 to Chennai has been confirmed.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
Loan pre-approved! Apply now: http://loantrap.org,1
Claim your ₹17447 reward here: http://fake-rewards.com,1
Transaction of ₹11904 to Amazon was successful.,0
Your ticket #1129 to Chennai has been confirmed.,0
Reminder: Pay your electricity bill by 14/09/2025.,0
₹2120 received via UPI from meena@ybl,0
Loan pre-approved! Apply now: http://loantrap.org,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
WIN a free iPhone! Click to claim: http://prize-scam.io,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Update PAN immediately to avoid block: http://pan-fake.gov.in,1
Suspicious login attempt. Secure account: http://secure-login.com,1
Your order #8605 has been shipped via Bluedart.,0
Transaction of ₹6232 to Amazon was successful.,0
URGENT: KYC update required. Click: http://kyc-fraud.in,1
"Dear customer, your account has been suspended. Verify now: http://scamurl.com",1
